Name	SWScore	BitScore	E-value	SeqIndex
"sp|P70117|LG3BP_MESAU Galectin-3-binding protein OS=Mesocricetus auratus OX=10036 GN=LGALS3BP PE=2 SV=1"	47.0	40	0.05354	223978
"sp|Q70LM4|LGRD_BREPA Linear gramicidin synthase subunit D OS=Brevibacillus parabrevis OX=54914 GN=lgrD PE=1 SV=1"	47.0	40	0.05354	224080
"sp|Q4W382|L_LNYV3 RNA-directed RNA polymerase L OS=Lettuce necrotic yellows virus (isolate 318) OX=928304 GN=L PE=3 SV=1"	47.0	40	0.05354	234583
"sp|A9RWC9|M2K1A_PHYPA Mitogen-activated protein kinase kinase 1a OS=Physcomitrium patens OX=3218 GN=MKK1a PE=2 SV=1"	47.0	40	0.05354	234946
"sp|C6DDS6|MAO1_PECCP NAD-dependent malic enzyme OS=Pectobacterium carotovorum subsp. carotovorum (strain PC1) OX=561230 GN=maeA PE=3 SV=1"	47.0	40	0.05354	236522
"sp|Q4PEP6|MDM10_MYCMD Mitochondrial distribution and morphology protein 10 OS=Mycosarcoma maydis OX=5270 GN=MDM10 PE=3 SV=1"	47.0	40	0.05354	240535
"sp|P9WEV9|MDPH2_EMENI Anthrone oxygenase OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) OX=227321 GN=mdpH-2 PE=3 SV=1"	47.0	40	0.05354	240727
"sp|P53114|MED5_YEAST Mediator of RNA polymerase II transcription subunit 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NUT1 PE=1 SV=1"	47.0	40	0.05354	242023
"sp|Q9FW03|MES11_ARATH Putative methylesterase 11, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=MES11 PE=1 SV=1"	47.0	40	0.05354	243294
"sp|B4RUL1|METAS_ALTMD Homoserine O-succinyltransferase OS=Alteromonas mediterranea (strain DSM 17117 / CIP 110805 / LMG 28347 / Deep ecotype) OX=1774373 GN=metAS PE=1 SV=1"	47.0	40	0.05354	243573
"sp|A1JRX9|METAS_YERE8 Homoserine O-succinyltransferase OS=Yersinia enterocolitica serotype O:8 / biotype 1B (strain NCTC 13174 / 8081) OX=393305 GN=metAS PE=3 SV=1"	47.0	40	0.05354	243670
"sp|Q1QVQ7|METN_CHRSD Methionine import ATP-binding protein MetN OS=Chromohalobacter salexigens (strain ATCC BAA-138 / DSM 3043 / CIP 106854 / NCIMB 13768 / 1H11) OX=290398 GN=metN PE=3 SV=1"	47.0	40	0.05354	245072
"sp|A9KPI9|MNMA_LACP7 tRNA-specific 2-thiouridylase MnmA OS=Lachnoclostridium phytofermentans (strain ATCC 700394 / DSM 18823 / ISDg) OX=357809 GN=mnmA PE=3 SV=1"	47.0	40	0.05354	250913
"sp|O42837|MTA1_SORMK Mating type protein SmtA-1 OS=Sordaria macrospora (strain ATCC MYA-333 / DSM 997 / K(L3346) / K-hell) OX=771870 GN=SMTA1 PE=3 SV=2"	47.0	40	0.05354	259793
"sp|Q03CI6|MURE_LACP3 UDP-N-acetylmuramyl-tripeptide synthetase OS=Lacticaseibacillus paracasei (strain ATCC 334 / BCRC 17002 / CCUG 31169 / CIP 107868 / KCTC 3260 / NRRL B-441) OX=321967 GN=murE PE=3 SV=1"	47.0	40	0.05354	265177
"sp|C1L2W0|MUTL_LISMC DNA mismatch repair protein MutL OS=Listeria monocytogenes serotype 4b (strain CLIP80459) OX=568819 GN=mutL PE=3 SV=1"	47.0	40	0.05354	266975
"sp|Q71ZR6|MUTL_LISMF DNA mismatch repair protein MutL OS=Listeria monocytogenes serotype 4b (strain F2365) OX=265669 GN=mutL PE=3 SV=1"	47.0	40	0.05354	266976
"sp|B8DFS3|MUTL_LISMH DNA mismatch repair protein MutL OS=Listeria monocytogenes serotype 4a (strain HCC23) OX=552536 GN=mutL PE=3 SV=1"	47.0	40	0.05354	266977
"sp|Q8Y788|MUTL_LISMO DNA mismatch repair protein MutL OS=Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e) OX=169963 GN=mutL PE=3 SV=1"	47.0	40	0.05354	266978
"sp|P35087|NBLA_SYNE7 Phycobilisome degradation protein NblA OS=Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) OX=1140 GN=nblA PE=1 SV=1"	47.0	40	0.05354	273316
"sp|Q9FLR0|NEN1_ARATH Protein NEN1 OS=Arabidopsis thaliana OX=3702 GN=NEN1 PE=2 SV=1"	47.0	40	0.05354	277267
"sp|B8ZQU7|NRDR_MYCLB Transcriptional repressor NrdR OS=Mycobacterium leprae (strain Br4923) OX=561304 GN=nrdR PE=3 SV=1"	47.0	40	0.05354	284464
"sp|Q49844|NRDR_MYCLE Transcriptional repressor NrdR OS=Mycobacterium leprae (strain TN) OX=272631 GN=nrdR PE=3 SV=1"	47.0	40	0.05354	284465
"sp|A1CE70|P20D1_ASPCL Probable carboxypeptidase ACLA_088580 OS=Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107) OX=344612 GN=ACLA_088580 PE=3 SV=1"	47.0	40	0.05354	300376
"sp|Q3L243|PDH2_LEUMG Pyranose dehydrogenase 2 OS=Leucoagaricus meleagris OX=201219 GN=pdh2 PE=2 SV=1"	47.0	40	0.05354	307670
"sp|A0A1B2CTC5|PENN_PENTH Nonribosomal peptide synthetase penN OS=Penicillium thymicola OX=293382 GN=penN PE=3 SV=1"	47.0	40	0.05354	310258
"sp|Q8CJM2|PGLX_STRCO Adenine-specific methyltransferase PglX OS=Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145) OX=100226 GN=pglX PE=1 SV=1"	47.0	40	0.05354	314786
"sp|Q88U67|PHK1_LACPL Probable phosphoketolase 1 OS=Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) OX=220668 GN=lp_2659 PE=3 SV=1"	47.0	40	0.05354	315636
"sp|P81265|PIGR_BOVIN Polymeric immunoglobulin receptor OS=Bos taurus OX=9913 GN=PIGR PE=2 SV=1"	47.0	40	0.05354	317464
"sp|Q5BBP5|PKHB_EMENI Highly reducing polyketide synthase pkhB OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) OX=227321 GN=pkhB PE=1 SV=1"	47.0	40	0.05354	318585
"sp|Q9FYE2|PKS4_ARATH Protein PHYTOCHROME KINASE SUBSTRATE 4 OS=Arabidopsis thaliana OX=3702 GN=PKS4 PE=1 SV=1"	47.0	40	0.05354	318865
"sp|P23916|PRCA_TRIV2 Calcium-dependent protease OS=Trichormus variabilis (strain ATCC 29413 / PCC 7937) OX=240292 GN=prcA PE=1 SV=3"	47.0	40	0.05354	327429
"sp|A0A067XMT3|PTAI_PESFW Methyltransferase ptaI OS=Pestalotiopsis fici (strain W106-1 / CGMCC3.15140) OX=1229662 GN=ptaI PE=2 SV=1"	47.0	40	0.05354	337714
"sp|A0A8F4NVX8|PYDE_ACRSP Medium chain reductase pydE OS=Acremonium sp. OX=2046025 GN=pydE PE=1 SV=1"	47.0	40	0.05354	344553
"sp|Q3TMV7|PYRD1_MOUSE Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 1 OS=Mus musculus OX=10090 GN=Pyroxd1 PE=2 SV=1"	47.0	40	0.05354	345799
"sp|Q6CJM4|RAD5_KLULA DNA repair protein RAD5 OS=Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) OX=284590 GN=RAD5 PE=1 SV=1"	47.0	40	0.05354	352095
"sp|Q2KIA1|RCAN3_BOVIN Calcipressin-3 OS=Bos taurus OX=9913 GN=RCAN3 PE=2 SV=1"	47.0	40	0.05354	355649
"sp|Q88888|REP_TPCTV Replication-associated protein OS=Tomato pseudo-curly top virus OX=49267 GN=C1 PE=3 SV=1"	47.0	40	0.05354	360014
"sp|A9M1Q8|RF1_NEIM0 Peptide chain release factor 1 OS=Neisseria meningitidis serogroup C (strain 053442) OX=374833 GN=prfA PE=3 SV=1"	47.0	40	0.05354	360947
"sp|Q2GDG2|RF2_NEOSM Peptide chain release factor 2 OS=Neorickettsia sennetsu (strain ATCC VR-367 / Miyayama) OX=222891 GN=prfB PE=3 SV=1"	47.0	40	0.05354	361405
"sp|O94810|RGS11_HUMAN Regulator of G-protein signaling 11 OS=Homo sapiens OX=9606 GN=RGS11 PE=1 SV=2"	47.0	40	0.05354	362489
"sp|A6MVP8|RK1_RHDSA Large ribosomal subunit protein uL1c OS=Rhodomonas salina OX=52970 GN=rpl1 PE=3 SV=1"	47.0	40	0.05354	368241
"sp|Q9C3Z6|RLA0_PODAS Large ribosomal subunit protein uL10 OS=Podospora anserina OX=2587412 PE=3 SV=1"	47.0	40	0.05354	396966
"sp|A0Q4K8|RPOA1_FRATN DNA-directed RNA polymerase subunit alpha 1 OS=Francisella tularensis subsp. novicida (strain U112) OX=401614 GN=rpoA1 PE=3 SV=1"	47.0	40	0.05354	407549
"sp|Q8MA10|RPOC2_CHAGL DNA-directed RNA polymerase subunit beta'' OS=Chaetosphaeridium globosum OX=96477 GN=rpoC2 PE=3 SV=1"	47.0	40	0.05354	409428
"sp|A1US30|RPOZ_BARBK DNA-directed RNA polymerase subunit omega OS=Bartonella bacilliformis (strain ATCC 35685 / KC583 / Herrer 020/F12,63) OX=360095 GN=rpoZ PE=3 SV=1"	47.0	40	0.05354	410598
"sp|Q1IKG1|RSMH_KORVE Ribosomal RNA small subunit methyltransferase H OS=Koribacter versatilis (strain Ellin345) OX=204669 GN=rsmH PE=3 SV=1"	47.0	40	0.05354	434996
"sp|Q9NQC3|RTN4_HUMAN Reticulon-4 OS=Homo sapiens OX=9606 GN=RTN4 PE=1 SV=2"	47.0	40	0.05354	436982
"sp|B7GYB5|RUVB_ACIB3 Holliday junction branch migration complex subunit RuvB OS=Acinetobacter baumannii (strain AB307-0294) OX=557600 GN=ruvB PE=3 SV=1"	47.0	40	0.05354	438511
"sp|B7I5A9|RUVB_ACIB5 Holliday junction branch migration complex subunit RuvB OS=Acinetobacter baumannii (strain AB0057) OX=480119 GN=ruvB PE=3 SV=1"	47.0	40	0.05354	438512
"sp|B2HWT3|RUVB_ACIBC Holliday junction branch migration complex subunit RuvB OS=Acinetobacter baumannii (strain ACICU) OX=405416 GN=ruvB PE=3 SV=1"	47.0	40	0.05354	438513
"sp|B0VT89|RUVB_ACIBS Holliday junction branch migration complex subunit RuvB OS=Acinetobacter baumannii (strain SDF) OX=509170 GN=ruvB PE=3 SV=1"	47.0	40	0.05354	438514
"sp|A3M7W1|RUVB_ACIBT Holliday junction branch migration complex subunit RuvB OS=Acinetobacter baumannii (strain ATCC 17978 / DSM 105126 / CIP 53.77 / LMG 1025 / NCDC KC755 / 5377) OX=400667 GN=ruvB PE=3 SV=2"	47.0	40	0.05354	438515
"sp|B0VDI5|RUVB_ACIBY Holliday junction branch migration complex subunit RuvB OS=Acinetobacter baumannii (strain AYE) OX=509173 GN=ruvB PE=3 SV=1"	47.0	40	0.05354	438516
"sp|A3MZ06|RUVB_ACTP2 Holliday junction branch migration complex subunit RuvB OS=Actinobacillus pleuropneumoniae serotype 5b (strain L20) OX=416269 GN=ruvB PE=3 SV=2"	47.0	40	0.05354	438519
"sp|C1DRF8|RUVB_AZOVD Holliday junction branch migration complex subunit RuvB OS=Azotobacter vinelandii (strain DJ / ATCC BAA-1303) OX=322710 GN=ruvB PE=3 SV=1"	47.0	40	0.05354	438547
"sp|Q7NQC5|RUVB_CHRVO Holliday junction branch migration complex subunit RuvB OS=Chromobacterium violaceum (strain ATCC 12472 / DSM 30191 / JCM 1249 / CCUG 213 / NBRC 12614 / NCIMB 9131 / NCTC 9757 / MK) OX=243365 GN=ruvB PE=3 SV=1"	47.0	40	0.05354	438667
"sp|B6J507|RUVB_COXB1 Holliday junction branch migration complex subunit RuvB OS=Coxiella burnetii (strain CbuK_Q154) OX=434924 GN=ruvB PE=3 SV=1"	47.0	40	0.05354	438697
"sp|B6IYU2|RUVB_COXB2 Holliday junction branch migration complex subunit RuvB OS=Coxiella burnetii (strain CbuG_Q212) OX=434923 GN=ruvB PE=3 SV=1"	47.0	40	0.05354	438698
"sp|A9KF39|RUVB_COXBN Holliday junction branch migration complex subunit RuvB OS=Coxiella burnetii (strain Dugway 5J108-111) OX=434922 GN=ruvB PE=3 SV=1"	47.0	40	0.05354	438699
"sp|A9N9A3|RUVB_COXBR Holliday junction branch migration complex subunit RuvB OS=Coxiella burnetii (strain RSA 331 / Henzerling II) OX=360115 GN=ruvB PE=3 SV=1"	47.0	40	0.05354	438700
"sp|Q83BE0|RUVB_COXBU Holliday junction branch migration complex subunit RuvB OS=Coxiella burnetii (strain RSA 493 / Nine Mile phase I) OX=227377 GN=ruvB PE=3 SV=1"	47.0	40	0.05354	438701
"sp|A9BUG8|RUVB_DELAS Holliday junction branch migration complex subunit RuvB OS=Delftia acidovorans (strain DSM 14801 / SPH-1) OX=398578 GN=ruvB PE=3 SV=1"	47.0	40	0.05354	438717
"sp|Q5QYU5|RUVB_IDILO Holliday junction branch migration complex subunit RuvB OS=Idiomarina loihiensis (strain ATCC BAA-735 / DSM 15497 / L2-TR) OX=283942 GN=ruvB PE=3 SV=1"	47.0	40	0.05354	438808
"sp|Q21HN6|RUVB_SACD2 Holliday junction branch migration complex subunit RuvB OS=Saccharophagus degradans (strain 2-40 / ATCC 43961 / DSM 17024) OX=203122 GN=ruvB PE=3 SV=1"	47.0	40	0.05354	439021
"sp|A8H545|RUVB_SHEPA Holliday junction branch migration complex subunit RuvB OS=Shewanella pealeana (strain ATCC 700345 / ANG-SQ1) OX=398579 GN=ruvB PE=3 SV=1"	47.0	40	0.05354	439050
"sp|B8CNY1|RUVB_SHEPW Holliday junction branch migration complex subunit RuvB OS=Shewanella piezotolerans (strain WP3 / JCM 13877) OX=225849 GN=ruvB PE=3 SV=1"	47.0	40	0.05354	439052
"sp|C4LBN0|RUVB_TOLAT Holliday junction branch migration complex subunit RuvB OS=Tolumonas auensis (strain DSM 9187 / NBRC 110442 / TA 4) OX=595494 GN=ruvB PE=3 SV=1"	47.0	40	0.05354	439164
"sp|Q6GMG6|S5A3B_DANRE Solute carrier family 52, riboflavin transporter, member 3-B OS=Danio rerio OX=7955 GN=slc52a3b PE=2 SV=1"	47.0	40	0.05354	441029
"sp|B3ELG8|SAT_CHLPB Sulfate adenylyltransferase OS=Chlorobium phaeobacteroides (strain BS1) OX=331678 GN=sat PE=3 SV=1"	47.0	40	0.05354	442265
"sp|Q3AFZ5|SDHD_CARHZ Probable D-serine dehydratase OS=Carboxydothermus hydrogenoformans (strain ATCC BAA-161 / DSM 6008 / Z-2901) OX=246194 GN=dsdA PE=3 SV=1"	47.0	40	0.05354	444847
"sp|P87164|SEF1_KLULA Putative transcription factor SEF1 OS=Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) OX=284590 GN=SEF1 PE=4 SV=3"	47.0	40	0.05354	447274
"sp|Q5B4Z3|SEPH_EMENI Cytokinesis protein sepH OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) OX=227321 GN=sepH PE=3 SV=2"	47.0	40	0.05354	448447
"sp|Q6AXS5|SERB1_RAT SERPINE1 mRNA-binding protein 1 OS=Rattus norvegicus OX=10116 GN=Serbp1 PE=1 SV=2"	47.0	40	0.05354	448610
"sp|Q3UZY0|SFI1_MOUSE Protein SFI1 homolog OS=Mus musculus OX=10090 GN=Sfi1 PE=2 SV=1"	47.0	40	0.05354	449425
"sp|P52322|SIGA_MICAE RNA polymerase sigma factor SigA OS=Microcystis aeruginosa OX=1126 GN=sigA PE=3 SV=1"	47.0	40	0.05354	451138
"sp|Q04174|SMP3_YEAST GPI mannosyltransferase 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SMP3 PE=1 SV=3"	47.0	40	0.05354	453909
"sp|P53127|SNT2_YEAST E3 ubiquitin-protein ligase SNT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SNT2 PE=1 SV=1"	47.0	40	0.05354	454564
"sp|Q7SYJ9|SPAG7_DANRE Sperm-associated antigen 7 homolog OS=Danio rerio OX=7955 GN=spag7 PE=1 SV=1"	47.0	40	0.05354	456389
"sp|P36085|STB6_YEAST Protein STB6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=STB6 PE=1 SV=1"	47.0	40	0.05354	462354
"sp|A1R7K6|SYE_PAEAT Glutamate--tRNA ligase OS=Paenarthrobacter aurescens (strain TC1) OX=290340 GN=gltX PE=3 SV=1"	47.0	40	0.05354	468987
"sp|Q2S1L8|SYE_SALRD Glutamate--tRNA ligase OS=Salinibacter ruber (strain DSM 13855 / M31) OX=309807 GN=gltX PE=3 SV=2"	47.0	40	0.05354	469091
"sp|Q8CWY6|SYGA_STRMU Glycine--tRNA ligase alpha subunit OS=Streptococcus mutans serotype c (strain ATCC 700610 / UA159) OX=210007 GN=glyQ PE=3 SV=1"	47.0	40	0.05354	470606
"sp|Q98QM8|SYH_MYCPU Histidine--tRNA ligase OS=Mycoplasmopsis pulmonis (strain UAB CTIP) OX=272635 GN=hisS PE=3 SV=1"	47.0	40	0.05354	471532
"sp|Q6MKX0|SYI_BDEBA Isoleucine--tRNA ligase OS=Bdellovibrio bacteriovorus (strain ATCC 15356 / DSM 50701 / NCIMB 9529 / HD100) OX=264462 GN=ileS PE=3 SV=1"	47.0	40	0.05354	471937
"sp|A3CSI6|SYI_METMJ Isoleucine--tRNA ligase OS=Methanoculleus marisnigri (strain ATCC 35101 / DSM 1498 / JR1) OX=368407 GN=ileS PE=3 SV=1"	47.0	40	0.05354	472171
"sp|Q5P239|SYM_AROAE Methionine--tRNA ligase OS=Aromatoleum aromaticum (strain DSM 19018 / LMG 30748 / EbN1) OX=76114 GN=metG PE=3 SV=1"	47.0	40	0.05354	473792
"sp|Q081H3|SYM_SHEFN Methionine--tRNA ligase OS=Shewanella frigidimarina (strain NCIMB 400) OX=318167 GN=metG PE=3 SV=1"	47.0	40	0.05354	474144
"sp|Q7N565|SYR_PHOLL Arginine--tRNA ligase OS=Photorhabdus laumondii subsp. laumondii (strain DSM 15139 / CIP 105565 / TT01) OX=243265 GN=argS PE=3 SV=1"	47.0	40	0.05354	476093
"sp|Q30PL3|SYR_SULDN Arginine--tRNA ligase OS=Sulfurimonas denitrificans (strain ATCC 33889 / DSM 1251) OX=326298 GN=argS PE=3 SV=1"	47.0	40	0.05354	476285
"sp|A1VSK4|SYS_POLNA Serine--tRNA ligase OS=Polaromonas naphthalenivorans (strain CJ2) OX=365044 GN=serS PE=3 SV=1"	47.0	40	0.05354	476895
"sp|Q7NBT5|SYT_MYCGA Threonine--tRNA ligase OS=Mycoplasmoides gallisepticum (strain R(low / passage 15 / clone 2)) OX=710127 GN=thrS PE=3 SV=1"	47.0	40	0.05354	477638
"sp|Q4FNH9|SYT_PELUB Threonine--tRNA ligase OS=Pelagibacter ubique (strain HTCC1062) OX=335992 GN=thrS PE=3 SV=1"	47.0	40	0.05354	477698
"sp|C0R403|SYT_WOLWR Threonine--tRNA ligase OS=Wolbachia sp. subsp. Drosophila simulans (strain wRi) OX=66084 GN=thrS PE=3 SV=1"	47.0	40	0.05354	477945
"sp|Q82ZW6|SYV_ENTFA Valine--tRNA ligase OS=Enterococcus faecalis (strain ATCC 700802 / V583) OX=226185 GN=valS PE=3 SV=1"	47.0	40	0.05354	478104
"sp|P0A458|T2A1_ANAVA Type II restriction enzyme AvaI OS=Anabaena variabilis OX=264691 GN=avaIR PE=4 SV=1"	47.0	40	0.05354	479487
"sp|P0A457|T2A1_NOSS1 Type II restriction enzyme AvaI OS=Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690 GN=avaIR PE=4 SV=1"	47.0	40	0.05354	479489
"sp|A7Z9T0|TAL_BACVZ Probable transaldolase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / LMG 26770 / FZB42) OX=326423 GN=tal PE=3 SV=1"	47.0	40	0.05354	480650
"sp|Q66J74|TFP11_XENLA Tuftelin-interacting protein 11 OS=Xenopus laevis OX=8355 GN=tfip11 PE=2 SV=1"	47.0	40	0.05354	485489
"sp|Q0IIX9|TFP11_XENTR Tuftelin-interacting protein 11 OS=Xenopus tropicalis OX=8364 GN=tfip11 PE=2 SV=2"	47.0	40	0.05354	485490
"sp|P22592|TGB1_PVXCP Movement and silencing protein TGBp1 OS=Potato virus X (strain CP) OX=12184 GN=ORF2 PE=3 SV=1"	47.0	40	0.05354	485615
"sp|Q07632|TGB1_PVXHB Movement and silencing protein TGBp1 OS=Potato virus X (strain HB) OX=73488 GN=ORF2 PE=3 SV=1"	47.0	40	0.05354	485616
"sp|P49021|TIM_DROME Protein timeless OS=Drosophila melanogaster OX=7227 GN=tim PE=1 SV=3"	47.0	40	0.05354	490865
"sp|P41515|TOP2A_CRIGR DNA topoisomerase 2-alpha OS=Cricetulus griseus OX=10029 GN=TOP2A PE=2 SV=1"	47.0	40	0.05354	494087
"sp|P11388|TOP2A_HUMAN DNA topoisomerase 2-alpha OS=Homo sapiens OX=9606 GN=TOP2A PE=1 SV=3"	47.0	40	0.05354	494088
"sp|Q01320|TOP2A_MOUSE DNA topoisomerase 2-alpha OS=Mus musculus OX=10090 GN=Top2a PE=1 SV=2"	47.0	40	0.05354	494089
"sp|O46374|TOP2A_PIG DNA topoisomerase 2-alpha OS=Sus scrofa OX=9823 GN=TOP2A PE=2 SV=1"	47.0	40	0.05354	494091
"sp|P41516|TOP2A_RAT DNA topoisomerase 2-alpha OS=Rattus norvegicus OX=10116 GN=Top2a PE=1 SV=1"	47.0	40	0.05354	494092
"sp|P48553|TPC10_HUMAN Trafficking protein particle complex subunit 10 OS=Homo sapiens OX=9606 GN=TRAPPC10 PE=1 SV=2"	47.0	40	0.05354	494649
"sp|Q0HMQ6|TPMT_SHESM Thiopurine S-methyltransferase OS=Shewanella sp. (strain MR-4) OX=60480 GN=tpm PE=3 SV=1"	47.0	40	0.05354	495638
"sp|Q9BI63|TPPC8_CAEEL Trafficking protein particle complex subunit 8 OS=Caenorhabditis elegans OX=6239 GN=trpp-8 PE=3 SV=2"	47.0	40	0.05354	495796
"sp|Q8I8U7|TRA1_DROME Transcription-associated protein 1 OS=Drosophila melanogaster OX=7227 GN=Nipped-A PE=1 SV=4"	47.0	40	0.05354	496360
"sp|P47946|TRK1_SCHPO Potassium transport protein 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=trk1 PE=3 SV=2"	47.0	40	0.05354	497699
"sp|B5DPF1|TRM5_DROPS tRNA (guanine(37)-N(1))-methyltransferase OS=Drosophila pseudoobscura pseudoobscura OX=46245 GN=GA23546 PE=3 SV=1"	47.0	40	0.05354	498018
"sp|B2UUJ8|TRUA_HELPS tRNA pseudouridine synthase A OS=Helicobacter pylori (strain Shi470) OX=512562 GN=truA PE=3 SV=1"	47.0	40	0.05354	503026
"sp|O76734|TUP1_DICDI General transcriptional corepressor tupA OS=Dictyostelium discoideum OX=44689 GN=tupA PE=2 SV=1"	47.0	40	0.05354	506692
"sp|Q8NFA0|UBP32_HUMAN Ubiquitin carboxyl-terminal hydrolase 32 OS=Homo sapiens OX=9606 GN=USP32 PE=1 SV=1"	47.0	40	0.05354	511904
"sp|F8VPZ3|UBP32_MOUSE Ubiquitin carboxyl-terminal hydrolase 32 OS=Mus musculus OX=10090 GN=Usp32 PE=2 SV=1"	47.0	40	0.05354	511905
"sp|Q24574|UBPE_DROME Ubiquitin carboxyl-terminal hydrolase 47 OS=Drosophila melanogaster OX=7227 GN=Usp47 PE=1 SV=2"	47.0	40	0.05354	512036
"sp|O70481|UBR1_MOUSE E3 ubiquitin-protein ligase UBR1 OS=Mus musculus OX=10090 GN=Ubr1 PE=1 SV=2"	47.0	40	0.05354	512070
"sp|Q6ZT12|UBR3_HUMAN E3 ubiquitin-protein ligase UBR3 OS=Homo sapiens OX=9606 GN=UBR3 PE=1 SV=2"	47.0	40	0.05354	512078
"sp|Q7SXP2|ULA1_DANRE NEDD8-activating enzyme E1 regulatory subunit OS=Danio rerio OX=7955 GN=nae1 PE=2 SV=2"	47.0	40	0.05354	513456
"sp|O67914|UPP_AQUAE Uracil phosphoribosyltransferase OS=Aquifex aeolicus (strain VF5) OX=224324 GN=upp PE=1 SV=1"	47.0	40	0.05354	515302
"sp|A8LRS0|URE1_DINSH Urease subunit alpha OS=Dinoroseobacter shibae (strain DSM 16493 / NCIMB 14021 / DFL 12) OX=398580 GN=ureC PE=3 SV=1"	47.0	40	0.05354	515947
"sp|A5FAD1|URE1_FLAJ1 Urease subunit alpha OS=Flavobacterium johnsoniae (strain ATCC 17061 / DSM 2064 / JCM 8514 / BCRC 14874 / CCUG 350202 / NBRC 14942 / NCIMB 11054 / UW101) OX=376686 GN=ureC PE=3 SV=1"	47.0	40	0.05354	515953
"sp|Q5KYM1|URE1_GEOKA Urease subunit alpha OS=Geobacillus kaustophilus (strain HTA426) OX=235909 GN=ureC PE=3 SV=1"	47.0	40	0.05354	515956
"sp|A9KJR9|URE1_LACP7 Urease subunit alpha OS=Lachnoclostridium phytofermentans (strain ATCC 700394 / DSM 18823 / ISDg) OX=357809 GN=ureC PE=3 SV=1"	47.0	40	0.05354	515983
"sp|Q7N4Y7|URE1_PHOLL Urease subunit alpha OS=Photorhabdus laumondii subsp. laumondii (strain DSM 15139 / CIP 105565 / TT01) OX=243265 GN=ureC PE=3 SV=1"	47.0	40	0.05354	516023
"sp|A2BQW8|URE1_PROMS Urease subunit alpha OS=Prochlorococcus marinus (strain AS9601) OX=146891 GN=ureC PE=3 SV=1"	47.0	40	0.05354	516036
"sp|Q1IBP0|URE1_PSEE4 Urease subunit alpha OS=Pseudomonas entomophila (strain L48) OX=384676 GN=ureC PE=3 SV=1"	47.0	40	0.05354	516042
"sp|B1J815|URE1_PSEPW Urease subunit alpha OS=Pseudomonas putida (strain W619) OX=390235 GN=ureC PE=3 SV=1"	47.0	40	0.05354	516048
"sp|E3QBI3|UTP25_COLGM U3 small nucleolar RNA-associated protein 25 OS=Colletotrichum graminicola (strain M1.001 / M2 / FGSC 10212) OX=645133 GN=UTP25 PE=3 SV=1"	47.0	40	0.05354	518567
"sp|O24840|VANB_ACIAD Vanillate O-demethylase oxidoreductase OS=Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1) OX=62977 GN=vanB PE=3 SV=1"	47.0	40	0.05354	520579
"sp|P27382|VP11_BPPRD Infectivity protein P11 OS=Enterobacteria phage PRD1 OX=10658 GN=XI PE=1 SV=2"	47.0	40	0.05354	525320
"sp|P07132|VP4_BTV10 Core protein VP4 OS=Bluetongue virus 10 (isolate USA) OX=10900 GN=Segment-4 PE=1 SV=2"	47.0	40	0.05354	525730
"sp|P33428|VP4_BTV11 Core protein VP4 OS=Bluetongue virus 11 (isolate USA) OX=33716 GN=Segment-4 PE=2 SV=1"	47.0	40	0.05354	525731
"sp|P33429|VP4_BTV13 Core protein VP4 OS=Bluetongue virus 13 (isolate USA) OX=33717 GN=Segment-4 PE=2 SV=1"	47.0	40	0.05354	525732
"sp|O13756|VPS8_SCHPO Vacuolar protein sorting-associated protein 8 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=vps8 PE=3 SV=1"	47.0	40	0.05354	526725
